line_text,category,style,context,stage,target_gender,source_type,quality_score,success_rate,has_emoji,has_question,has_compliment
"Ukinitaka niku-session store, because I want you temporarily permanent.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.91,0,0,1
"Wewe ni kama Kenyan web service - always available for me.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,0.95,0,0,1
"Nimeku-save as REST endpoint, because you're my resource for happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be SOAP, bado nita-wrap my love for you.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.89,0,0,0
"Kama ni kukosta GraphQL, ningeku-query exactly what I need: you.",cheesy,kenyan,opening,initial,female,manual_entry,4.9,0.78,0,0,0
"Wewe ni kama WebSocket - unanifanya real-time connection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.88,0,0,1
"Nimeku-save as middleware, because you process my feelings.",romantic,mixed,response,advanced,female,manual_entry,5.0,0.93,0,0,1
"Sema nikiku-authenticate, uta-verify my love?",playful,sheng,opening,initial,female,manual_entry,5.0,0.82,0,1,0
"Unajua hata kama uta-be authorization, bado nita-have credentials of affection.",bold,sheng,response,middle,female,manual_entry,5.0,0.85,0,0,0
"Kama ni kukosta encryption, ningeku-encrypt in my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.79,0,0,0
"Wewe ni kama decryption key - unanifanya understand my coded feelings.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.89,0,0,1
"Nimeku-save as hash, because you're unique in my database of affections.",romantic,mixed,response,advanced,female,manual_entry,5.0,0.94,0,0,1
"Ukinitaka niku-salute, because you deserve respect and love.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.92,0,0,1
"Wewe ni kama Kenyan security - protecting my heart.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,0.96,0,0,1
"Nimeku-save as firewall rule, allowing only your love through.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be vulnerability, bado nita-patch with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.9,0,0,0
"Kama ni kukosta backup, ningeku-backup in my memories.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.8,0,0,0
"Wewe ni kama restore point - unanifanya recover my happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.9,0,0,1
"Nimeku-save as snapshot, capturing you perfectly.",romantic,mixed,response,advanced,female,manual_entry,5.0,0.95,0,0,1
"Sema nikiku-clone, uta-be duplicate of perfection?",playful,sheng,opening,initial,female,manual_entry,5.0,0.83,0,1,0
"Unajua hata kama uta-be fork, bado nita-merge with you.",bold,sheng,response,middle,female,manual_entry,5.0,0.86,0,0,0
"Kama ni kukosta repository, ningeku-commit to you daily.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.81,0,0,0
"Wewe ni kama version control - unanifanya track changes in my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.91,0,0,1
"Nimeku-save as branch, because you're alternative path to happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,0.96,0,0,1
"Ukinitaka niku-merge, because we're better together.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.93,0,0,1
"Wewe ni kama Kenyan Git - keeping history of my affections.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,0.97,0,0,1
"Nimeku-save as push, because I want to send my love to you.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be pull request, bado nita-review with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.91,0,0,0
"Kama ni kukosta conflict, ningeku-resolve with compromise.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.82,0,0,0
"Wewe ni kama merge tool - unanifanya combine perfectly.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.92,0,0,1
"Nimeku-save as stash, temporarily keeping thoughts of you.",romantic,mixed,response,advanced,female,manual_entry,5.0,0.97,0,0,1
"Sema nikiku-tag release, uta-be version 1.0 of perfection?",playful,sheng,opening,initial,female,manual_entry,5.0,0.84,0,1,0
"Unajua hata kama uta-be hotfix, bado nita-apply immediately.",bold,sheng,response,middle,female,manual_entry,5.0,0.87,0,0,0
"Kama ni kukosta deployment, ningeku-deploy to my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.83,0,0,0
"Wewe ni kama production - unanifanya live perfectly.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.93,0,0,1
"Nimeku-save as environment, because you're where I thrive.",romantic,mixed,response,advanced,female,manual_entry,5.0,0.98,0,0,1
"Ukinitaka niku-containerize, because you contain everything I need.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.94,0,0,1
"Wewe ni kama Kenyan Docker - packaging perfection.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,0.98,0,0,1
"Nimeku-save as image, because you're picture of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be volume, bado nita-mount you in my life.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.92,0,0,0
"Kama ni kukosta orchestration, ningeku-orchestrate perfect relationship.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.84,0,0,0
"Wewe ni kama Kubernetes - unanifanya scale my happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.94,0,0,1
"Nimeku-save as pod, because you're group of wonderful qualities.",romantic,mixed,response,advanced,female,manual_entry,5.0,0.99,0,0,1
"Sema nikiku-service discover, uta-be found by my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,0.85,0,1,0
"Unajua hata kama uta-be ingress, bado nita-route to you.",bold,sheng,response,middle,female,manual_entry,5.0,0.88,0,0,0
"Kama ni kukosta load balancer, ningeku-balance my attention.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.85,0,0,0
"Wewe ni kama auto-scaling - unanifanya adjust to my needs.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.95,0,0,1
"Nimeku-save as config map, because you configure my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-secret store, because you're my precious secret.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.95,0,0,1
"Wewe ni kama Kenyan cloud - covering my life with joy.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,0.99,0,0,1
"Nimeku-save as instance, because you're running in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be spot instance, bado nita-bid highest for you.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.93,0,0,0
"Kama ni kukosta elastic IP, ningeku-assign to my heart permanently.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.86,0,0,0
"Wewe ni kama VPC - unanifanya network my affections.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.96,0,0,1
"Nimeku-save as subnet, because you're part of my network of love.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-route table add, uta-direct my love to you?",playful,sheng,opening,initial,female,manual_entry,5.0,0.86,0,1,0
"Unajua hata kama uta-be NACL, bado nita-allow your love through.",bold,sheng,response,middle,female,manual_entry,5.0,0.89,0,0,0
"Kama ni kukosta security group, ningeku-allow all ports of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.87,0,0,0
"Wewe ni kama IAM role - unanifanya access my heart securely.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.97,0,0,1
"Nimeku-save as policy, because you're rule for my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-tag resources, because you're resource I value most.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.96,0,0,1
"Wewe ni kama Kenyan S3 - storing memories of you.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as bucket, because you contain my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be glacier, bado nita-wait for you to thaw.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.94,0,0,0
"Kama ni kukosta RDS, ningeku-store relationship data securely.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.88,0,0,0
"Wewe ni kama DynamoDB - unanifanya query my affections quickly.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.98,0,0,1
"Nimeku-save as table item, because you're entry in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-CDN configure, uta-distribute love globally?",playful,sheng,opening,initial,female,manual_entry,5.0,0.87,0,1,0
"Unajua hata kama uta-be edge location, bado nita-cache you nearby.",bold,sheng,response,middle,female,manual_entry,5.0,0.9,0,0,0
"Kama ni kukosta Lambda, ningeku-execute functions of love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.89,0,0,0
"Wewe ni kama Step Function - unanifanya workflow my affections.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,0.99,0,0,1
"Nimeku-save as event, because you trigger my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-monitor, because I want to watch over you.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.97,0,0,1
"Wewe ni kama Kenyan CloudWatch - alerting me to your beauty.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as metric, because you measure up perfectly.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be alarm, bado nita-respond immediately.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.95,0,0,0
"Kama ni kukosta dashboard, ningeku-display prominently.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.9,0,0,0
"Wewe ni kama log - unanifanya record my feelings.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as trace, because I want to follow you.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-profile, uta-analyze my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,0.88,0,1,0
"Unajua hata kama uta-be debug, bado nita-step through with you.",bold,sheng,response,middle,female,manual_entry,5.0,0.91,0,0,0
"Kama ni kukosta performance test, ningeku-test endurance of my love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.91,0,0,0
"Wewe ni kama benchmark - unanifanya set standards for happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as optimization target, because you're goal of my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-refactor, but you're already perfect code.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.98,0,0,1
"Wewe ni kama Kenyan architecture - well-designed na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as design pattern, because you're template for perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be anti-pattern, bado nita-love you anyway.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.96,0,0,0
"Kama ni kukosta framework, ningeku-build my life around you.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.92,0,0,0
"Wewe ni kama library - unanifanya reuse my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as dependency, because I depend on you for happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-package, uta-be included in my life?",playful,sheng,opening,initial,female,manual_entry,5.0,0.89,0,1,0
"Unajua hata kama uta-be module, bado nita-import you always.",bold,sheng,response,middle,female,manual_entry,5.0,0.92,0,0,0
"Kama ni kukosta plugin, ningeku-extend my capabilities for love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.93,0,0,0
"Wewe ni kama extension - unanifanya enhance my life.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as add-on, because you add value to my existence.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-integrate, because we complete each other.",romantic,mixed,followup,advanced,female,manual_entry,5.0,0.99,0,0,1
"Wewe ni kama Kenyan ecosystem - thriving with beauty.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as environment variable, because you're essential to my configuration.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be constant, bado nita-reference you always.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.97,0,0,0
"Kama ni kukosta flag, ningeku-set for success.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.94,0,0,0
"Wewe ni kama switch - unanifanya turn on my happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as parameter, because you're argument for my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-argument pass, uta-accept my love?",playful,sheng,opening,initial,female,manual_entry,5.0,0.9,0,1,0
"Unajua hata kama uta-be return value, bado nita-catch you.",bold,sheng,response,middle,female,manual_entry,5.0,0.93,0,0,0
"Kama ni kukosta exception, ningeku-catch with care.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.95,0,0,0
"Wewe ni kama try-catch - unanifanya handle my affection safely.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as finally block, because you're always in my thoughts.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-throw, but I want to keep you close.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan exception - special case in my life.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as error code, because you're not an error but perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be stack trace, bado nita-follow to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.98,0,0,0
"Kama ni kukosta heap dump, ningeku-analyze memory of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.96,0,0,0
"Wewe ni kama garbage collection - unanifanya clean up my worries.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as memory leak, because I can't forget you.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-profile memory, uta-occupy my thoughts?",playful,sheng,opening,initial,female,manual_entry,5.0,0.91,0,1,0
"Unajua hata kama uta-be pointer, bado nita-dereference to you.",bold,sheng,response,middle,female,manual_entry,5.0,0.94,0,0,0
"Kama ni kukosta reference, ningeku-reference in my code of life.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.97,0,0,0
"Wewe ni kama dereference - unanifanya access my heart directly.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as address, because you're location of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-allocate, because I want to reserve space for you.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan memory - storing you permanently.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as cache line, because you're frequently accessed.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be cache miss, bado nita-fetch you from memory.",bold,sheng,followup,advanced,female,manual_entry,5.0,0.99,0,0,0
"Kama ni kukosta RAM, ningeku-store in temporary-permanent memory.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.98,0,0,0
"Wewe ni kama ROM - unanifanya read-only my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as BIOS, because you're basic to my operation.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-boot, uta-start my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,0.92,0,1,0
"Unajua hata kama uta-be POST, bado nita-power on for you.",bold,sheng,response,middle,female,manual_entry,5.0,0.95,0,0,0
